"NB_MUNICIPIO","SG_UNIDADE_FEDERACAO"
"Luislândia - MG","MG"
"Luminárias - MG","MG"
"Luz - MG","MG"
"Machacalis - MG","MG"
"Machado - MG","MG"
"Madre de Deus de Minas - MG","MG"
"Malacacheta - MG","MG"
"Mamonas - MG","MG"
"Manga - MG","MG"
"Manhuaçu - MG","MG"
"Manhumirim - MG","MG"
"Mantena - MG","MG"
"Mar de Espanha - MG","MG"
"Maravilhas - MG","MG"
"Maria da Fé - MG","MG"
"Mariana - MG","MG"
"Marilac - MG","MG"
"Mário Campos - MG","MG"
"Maripá de Minas - MG","MG"
"Marliéria - MG","MG"
"Marmelópolis - MG","MG"
"Martinho Campos - MG","MG"
"Martins Soares - MG","MG"
"Mata Verde - MG","MG"
"Materlândia - MG","MG"
"Mateus Leme - MG","MG"
"Mathias Lobato - MG","MG"
"Matias Barbosa - MG","MG"
"Matias Cardoso - MG","MG"
"Matipó - MG","MG"
"Mato Verde - MG","MG"
"Matozinhos - MG","MG"
"Matutina - MG","MG"
"Medeiros - MG","MG"
"Medina - MG","MG"
"Mendes Pimentel - MG","MG"
"Mercês - MG","MG"
"Mesquita - MG","MG"
"Minas Novas - MG","MG"
"Minduri - MG","MG"
"Mirabela - MG","MG"
"Miradouro - MG","MG"
"Miraí - MG","MG"
"Miravânia - MG","MG"
"Moeda - MG","MG"
"Moema - MG","MG"
"Monjolos - MG","MG"
"Monsenhor Paulo - MG","MG"
"Montalvânia - MG","MG"
"Monte Alegre de Minas - MG","MG"
"Monte Azul - MG","MG"
"Monte Belo - MG","MG"
"Monte Carmelo - MG","MG"
"Monte Formoso - MG","MG"
"Monte Santo de Minas - MG","MG"
"Monte Sião - MG","MG"
"Montes Claros - MG","MG"
"Montezuma - MG","MG"
"Morada Nova de Minas - MG","MG"
"Morro da Garça - MG","MG"
"Morro do Pilar - MG","MG"
"Munhoz - MG","MG"
"Muriaé - MG","MG"
"Mutum - MG","MG"
"Muzambinho - MG","MG"
"Nacip Raydan - MG","MG"
"Nanuque - MG","MG"
"Naque - MG","MG"
"Natalândia - MG","MG"
"Natércia - MG","MG"
"Nazareno - MG","MG"
"Nepomuceno - MG","MG"
"Ninheira - MG","MG"
"Nova Belém - MG","MG"
"Nova Era - MG","MG"
"Nova Lima - MG","MG"
"Nova Módica - MG","MG"
"Nova Ponte - MG","MG"
"Nova Porteirinha - MG","MG"
"Nova Resende - MG","MG"
"Nova Serrana - MG","MG"
"Nova União - MG","MG"
"Novo Cruzeiro - MG","MG"
"Novo Oriente de Minas - MG","MG"
"Novorizonte - MG","MG"
"Olaria - MG","MG"
"Olhos-d'Água - MG","MG"
"Olímpio Noronha - MG","MG"
"Oliveira - MG","MG"
"Oliveira Fortes - MG","MG"
"Onça de Pitangui - MG","MG"
"Oratórios - MG","MG"
"Orizânia - MG","MG"
"Ouro Branco - MG","MG"
"Ouro Fino - MG","MG"
"Ouro Preto - MG","MG"
"Ouro Verde de Minas - MG","MG"
"Padre Carvalho - MG","MG"
"Padre Paraíso - MG","MG"
"Pai Pedro - MG","MG"
"Paineiras - MG","MG"
"Pains - MG","MG"
"Paiva - MG","MG"
"Palma - MG","MG"
"Palmópolis - MG","MG"
"Papagaios - MG","MG"
"Pará de Minas - MG","MG"
"Paracatu - MG","MG"
"Paraguaçu - MG","MG"
"Paraisópolis - MG","MG"
"Paraopeba - MG","MG"
"Passa Quatro - MG","MG"
"Passa Tempo - MG","MG"
"Passabém - MG","MG"
"Passa-Vinte - MG","MG"
"Passos - MG","MG"
"Patis - MG","MG"
"Patos de Minas - MG","MG"
"Patrocínio - MG","MG"
"Patrocínio do Muriaé - MG","MG"
"Paula Cândido - MG","MG"
"Paulistas - MG","MG"
"Pavão - MG","MG"
"Peçanha - MG","MG"
"Pedra Azul - MG","MG"
"Pedra Bonita - MG","MG"
"Pedra do Anta - MG","MG"
"Pedra do Indaiá - MG","MG"
"Pedra Dourada - MG","MG"
"Pedralva - MG","MG"
"Pedras de Maria da Cruz - MG","MG"
"Pedrinópolis - MG","MG"
"Pedro Leopoldo - MG","MG"
"Pedro Teixeira - MG","MG"
"Pequeri - MG","MG"
"Pequi - MG","MG"
"Perdigão - MG","MG"
"Perdizes - MG","MG"
"Perdões - MG","MG"
"Periquito - MG","MG"
"Pescador - MG","MG"
"Piau - MG","MG"
"Piedade de Caratinga - MG","MG"
"Piedade de Ponte Nova - MG","MG"
"Piedade do Rio Grande - MG","MG"
"Piedade dos Gerais - MG","MG"
"Pimenta - MG","MG"
"Pingo-d'Água - MG","MG"
"Pintópolis - MG","MG"
"Piracema - MG","MG"
"Pirajuba - MG","MG"
"Piranga - MG","MG"
"Piranguçu - MG","MG"
"Piranguinho - MG","MG"
"Pirapetinga - MG","MG"
"Pirapora - MG","MG"
"Piraúba - MG","MG"
"Pitangui - MG","MG"
"Piumhi - MG","MG"
"Planura - MG","MG"
"Poço Fundo - MG","MG"
"Poços de Caldas - MG","MG"
"Pocrane - MG","MG"
"Pompéu - MG","MG"
"Ponte Nova - MG","MG"
"Ponto Chique - MG","MG"
"Ponto dos Volantes - MG","MG"
"Porteirinha - MG","MG"
"Porto Firme - MG","MG"
"Poté - MG","MG"
"Pouso Alegre - MG","MG"
"Pouso Alto - MG","MG"
"Prados - MG","MG"
"Prata - MG","MG"
"Pratápolis - MG","MG"
"Pratinha - MG","MG"
"Presidente Bernardes - MG","MG"
"Presidente Juscelino - MG","MG"
"Presidente Kubitschek - MG","MG"
"Presidente Olegário - MG","MG"
"Prudente de Morais - MG","MG"
"Quartel Geral - MG","MG"
"Queluzito - MG","MG"
"Raposos - MG","MG"
"Raul Soares - MG","MG"
"Recreio - MG","MG"
"Reduto - MG","MG"
"Resende Costa - MG","MG"
"Resplendor - MG","MG"
"Ressaquinha - MG","MG"
"Riachinho - MG","MG"
"Riacho dos Machados - MG","MG"
"Ribeirão das Neves - MG","MG"
"Ribeirão Vermelho - MG","MG"
"Rio Acima - MG","MG"
"Rio Casca - MG","MG"
"Rio do Prado - MG","MG"
"Rio Doce - MG","MG"
"Rio Espera - MG","MG"
"Rio Manso - MG","MG"
"Rio Novo - MG","MG"
"Rio Paranaíba - MG","MG"
"Rio Pardo de Minas - MG","MG"
"Rio Piracicaba - MG","MG"
"Rio Pomba - MG","MG"
"Rio Preto - MG","MG"
"Rio Vermelho - MG","MG"
"Ritápolis - MG","MG"
"Rochedo de Minas - MG","MG"
"Rodeiro - MG","MG"
"Romaria - MG","MG"
"Rosário da Limeira - MG","MG"
"Rubelita - MG","MG"
"Rubim - MG","MG"
"Sabará - MG","MG"
"Sabinópolis - MG","MG"
"Sacramento - MG","MG"
"Salinas - MG","MG"
"Salto da Divisa - MG","MG"
"Santa Bárbara - MG","MG"
"Santa Bárbara do Leste - MG","MG"
"Santa Bárbara do Monte Verde - MG","MG"
"Santa Bárbara do Tugúrio - MG","MG"
"Santa Cruz de Minas - MG","MG"
"Santa Cruz de Salinas - MG","MG"
"Santa Cruz do Escalvado - MG","MG"
"Santa Efigênia de Minas - MG","MG"
"Santa Fé de Minas - MG","MG"
"Santa Helena de Minas - MG","MG"
"Santa Juliana - MG","MG"
"Santa Luzia - MG","MG"
"Santa Margarida - MG","MG"
"Santa Maria de Itabira - MG","MG"
"Santa Maria do Salto - MG","MG"
"Santa Maria do Suaçuí - MG","MG"
"Santa Rita de Caldas - MG","MG"
"Santa Rita de Ibitipoca - MG","MG"
"Santa Rita de Jacutinga - MG","MG"
"Santa Rita de Minas - MG","MG"
"Santa Rita do Itueto - MG","MG"
"Santa Rita do Sapucaí - MG","MG"
"Santa Rosa da Serra - MG","MG"
"Santa Vitória - MG","MG"
"Santana da Vargem - MG","MG"
"Santana de Cataguases - MG","MG"
"Santana de Pirapama - MG","MG"
"Santana do Deserto - MG","MG"
"Santana do Garambéu - MG","MG"
"Santana do Jacaré - MG","MG"
"Santana do Manhuaçu - MG","MG"
"Santana do Paraíso - MG","MG"
"Santana do Riacho - MG","MG"
"Santana dos Montes - MG","MG"
"Santo Antônio do Amparo - MG","MG"
"Santo Antônio do Aventureiro - MG","MG"
"Santo Antônio do Grama - MG","MG"
"Santo Antônio do Itambé - MG","MG"
"Santo Antônio do Jacinto - MG","MG"
"Santo Antônio do Monte - MG","MG"
"Santo Antônio do Retiro - MG","MG"
"Santo Antônio do Rio Abaixo - MG","MG"
"Santo Hipólito - MG","MG"
"Santos Dumont - MG","MG"
"São Bento Abade - MG","MG"
"São Brás do Suaçuí - MG","MG"
"São Domingos das Dores - MG","MG"
"São Domingos do Prata - MG","MG"
"São Félix de Minas - MG","MG"
"São Francisco - MG","MG"
"São Francisco de Paula - MG","MG"
"São Francisco de Sales - MG","MG"
"São Francisco do Glória - MG","MG"
"São Geraldo - MG","MG"
"São Geraldo da Piedade - MG","MG"
"São Geraldo do Baixio - MG","MG"
"São Gonçalo do Abaeté - MG","MG"
"São Gonçalo do Pará - MG","MG"
"São Gonçalo do Rio Abaixo - MG","MG"
"São Gonçalo do Rio Preto - MG","MG"
"São Gonçalo do Sapucaí - MG","MG"
"São Gotardo - MG","MG"
"São João Batista do Glória - MG","MG"
"São João da Lagoa - MG","MG"
"São João da Mata - MG","MG"
"São João da Ponte - MG","MG"
"São João das Missões - MG","MG"
"São João Del Rei - MG","MG"
"São João do Manhuaçu - MG","MG"
"São João do Manteninha - MG","MG"
"São João do Oriente - MG","MG"
"São João do Pacuí - MG","MG"
"São João do Paraíso - MG","MG"
"São João Evangelista - MG","MG"
"São João Nepomuceno - MG","MG"
"São Joaquim de Bicas - MG","MG"
"São José da Barra - MG","MG"
"São José da Lapa - MG","MG"
"São José da Safira - MG","MG"
"São José da Varginha - MG","MG"
"São José do Alegre - MG","MG"
"São José do Divino - MG","MG"
"São José do Goiabal - MG","MG"
"São José do Jacuri - MG","MG"
"São José do Mantimento - MG","MG"
"São Lourenço - MG","MG"
"São Miguel do Anta - MG","MG"
"São Pedro da União - MG","MG"
"São Pedro do Suaçuí - MG","MG"
"São Pedro dos Ferros - MG","MG"
"São Romão - MG","MG"
"São Roque de Minas - MG","MG"
"São Sebastião da Bela Vista - MG","MG"
"São Sebastião da Vargem Alegre - MG","MG"
"São Sebastião do Anta - MG","MG"
"São Sebastião do Maranhão - MG","MG"
"São Sebastião do Oeste - MG","MG"
"São Sebastião do Paraíso - MG","MG"
"São Sebastião do Rio Preto - MG","MG"
"São Sebastião do Rio Verde - MG","MG"
"São Tiago - MG","MG"
"São Tomás de Aquino - MG","MG"
"São Tomé das Letras - MG","MG"
"São Vicente de Minas - MG","MG"
"Sapucaí-Mirim - MG","MG"
"Sardoá - MG","MG"
"Sarzedo - MG","MG"
"Sem-Peixe - MG","MG"
"Senador Amaral - MG","MG"
"Senador Cortes - MG","MG"
"Senador Firmino - MG","MG"
"Senador José Bento - MG","MG"
"Senador Modestino Gonçalves - MG","MG"
"Senhora de Oliveira - MG","MG"
"Senhora do Porto - MG","MG"
"Senhora dos Remédios - MG","MG"
"Sericita - MG","MG"
"Seritinga - MG","MG"
"Serra Azul de Minas - MG","MG"
"Serra da Saudade - MG","MG"
"Serra do Salitre - MG","MG"
"Serra dos Aimorés - MG","MG"
"Serrania - MG","MG"
"Serranópolis de Minas - MG","MG"
"Serranos - MG","MG"
"Serro - MG","MG"
"Sete Lagoas - MG","MG"
"Setubinha - MG","MG"
"Silveirânia - MG","MG"
"Silvianópolis - MG","MG"
"Simão Pereira - MG","MG"
"Simonésia - MG","MG"
"Sobrália - MG","MG"
"Soledade de Minas - MG","MG"
"Tabuleiro - MG","MG"
"Taiobeiras - MG","MG"
"Taparuba - MG","MG"
"Tapira - MG","MG"
"Tapiraí - MG","MG"
"Taquaraçu de Minas - MG","MG"
"Tarumirim - MG","MG"
"Teixeiras - MG","MG"
"Teófilo Otoni - MG","MG"
"Timóteo - MG","MG"
"Tiradentes - MG","MG"
"Tiros - MG","MG"
"Tocantins - MG","MG"
"Tocos do Moji - MG","MG"
"Toledo - MG","MG"
"Tombos - MG","MG"
"Três Corações - MG","MG"
"Três Marias - MG","MG"
"Três Pontas - MG","MG"
"Tumiritinga - MG","MG"
"Tupaciguara - MG","MG"
"Turmalina - MG","MG"
"Turvolândia - MG","MG"
"Ubá - MG","MG"
"Ubaí - MG","MG"
"Ubaporanga - MG","MG"
"Uberaba - MG","MG"
"Uberlândia - MG","MG"
"Umburatiba - MG","MG"
"Unaí - MG","MG"
"União de Minas - MG","MG"
"Uruana de Minas - MG","MG"
"Urucânia - MG","MG"
"Urucuia - MG","MG"
"Vargem Alegre - MG","MG"
"Vargem Bonita - MG","MG"
"Vargem Grande do Rio Pardo - MG","MG"
"Varginha - MG","MG"
"Varjão de Minas - MG","MG"
"Várzea da Palma - MG","MG"
"Varzelândia - MG","MG"
"Vazante - MG","MG"
"Verdelândia - MG","MG"
"Veredinha - MG","MG"
"Veríssimo - MG","MG"
"Vermelho Novo - MG","MG"
"Vespasiano - MG","MG"
"Viçosa - MG","MG"
"Vieiras - MG","MG"
"Virgem da Lapa - MG","MG"
"Virgínia - MG","MG"
"Virginópolis - MG","MG"
"Virgolândia - MG","MG"
"Visconde do Rio Branco - MG","MG"
"Volta Grande - MG","MG"
"Wenceslau Braz - MG","MG"
"Água Clara - MS","MS"
"Alcinópolis - MS","MS"
"Amambaí - MS","MS"
"Anastácio - MS","MS"
"Anaurilândia - MS","MS"
"Angélica - MS","MS"
"Antônio João - MS","MS"
"Aparecida do Taboado - MS","MS"
"Aquidauana - MS","MS"
"Aral Moreira - MS","MS"
"Bandeirantes - MS","MS"
"Bataguassu - MS","MS"
"Batayporã - MS","MS"
"Bela Vista - MS","MS"
"Bodoquena - MS","MS"
"Bonito - MS","MS"
"Brasilândia - MS","MS"
"Caarapó - MS","MS"
"Camapuã - MS","MS"
"Campo Grande - MS","MS"
"Caracol - MS","MS"
"Cassilândia - MS","MS"
"Chapadão do Sul - MS","MS"
"Corguinho - MS","MS"
"Coronel Sapucaia - MS","MS"
"Corumbá - MS","MS"
"Costa Rica - MS","MS"
"Coxim - MS","MS"
"Deodápolis - MS","MS"
"Dois Irmãos do Buriti - MS","MS"
"Douradina - MS","MS"
"Dourados - MS","MS"
"Eldorado - MS","MS"
"Fátima do Sul - MS","MS"
"Figueirão - MS","MS"
"Glória de Dourados - MS","MS"
"Guia Lopes da Laguna - MS","MS"
"Iguatemi - MS","MS"
"Inocência - MS","MS"
"Itaporã - MS","MS"
"Itaquiraí - MS","MS"
"Ivinhema - MS","MS"
"Japorã - MS","MS"
"Jaraguari - MS","MS"
"Jardim - MS","MS"
"Jateí - MS","MS"
"Juti - MS","MS"
"Ladário - MS","MS"
"Laguna Carapã - MS","MS"
"Maracaju - MS","MS"
"Miranda - MS","MS"
"Mundo Novo - MS","MS"
"Naviraí - MS","MS"
"Nioaque - MS","MS"
"Nova Alvorada do Sul - MS","MS"
"Nova Andradina - MS","MS"
"Novo Horizonte do Sul - MS","MS"
"Paraíso das Águas - MS","MS"
"Paranaíba - MS","MS"
"Paranhos - MS","MS"
"Pedro Gomes - MS","MS"
"Ponta Porã - MS","MS"
"Porto Murtinho - MS","MS"
"Ribas do Rio Pardo - MS","MS"
"Rio Brilhante - MS","MS"
"Rio Negro - MS","MS"
"Rio Verde de Mato Grosso - MS","MS"
"Rochedo - MS","MS"
"Santa Rita do Pardo - MS","MS"
"São Gabriel do Oeste - MS","MS"
"Selvíria - MS","MS"
"Sete Quedas - MS","MS"
"Sidrolândia - MS","MS"
"Sonora - MS","MS"
"Tacuru - MS","MS"
"Taquarussu - MS","MS"
"Terenos - MS","MS"
"Três Lagoas - MS","MS"
"Vicentina - MS","MS"
"Acorizal - MT","MT"
"Água Boa - MT","MT"
"Alta Floresta - MT","MT"
"Alto Araguaia - MT","MT"
"Alto Boa Vista - MT","MT"
"Alto Garças - MT","MT"
"Alto Paraguai - MT","MT"
"Alto Taquari - MT","MT"
"Apiacás - MT","MT"
"Araguaiana - MT","MT"
"Araguainha - MT","MT"
"Araputanga - MT","MT"
"Arenápolis - MT","MT"
"Aripuanã - MT","MT"
"Barão de Melgaço - MT","MT"
"Barra do Bugres - MT","MT"
"Barra do Garças - MT","MT"
"Bom Jesus do Araguaia - MT","MT"
"Brasnorte - MT","MT"
"Cáceres - MT","MT"
"Campinápolis - MT","MT"
"Campo Novo do Parecis - MT","MT"
"Campo Verde - MT","MT"
"Campos de Júlio - MT","MT"
"Canabrava do Norte - MT","MT"
"Canarana - MT","MT"
"Carlinda - MT","MT"
"Castanheira - MT","MT"
"Chapada dos Guimarães - MT","MT"
"Cláudia - MT","MT"
"Cocalinho - MT","MT"
"Colíder - MT","MT"
"Colniza - MT","MT"
"Comodoro - MT","MT"
"Confresa - MT","MT"
"Conquista d'Oeste - MT","MT"
"Cotriguaçu - MT","MT"
"Cuiabá - MT","MT"
"Curvelândia - MT","MT"
"Denise - MT","MT"
"Diamantino - MT","MT"
"Dom Aquino - MT","MT"
"Feliz Natal - MT","MT"
"Figueirópolis d'Oeste - MT","MT"
"Gaúcha do Norte - MT","MT"
"General Carneiro - MT","MT"
"Glória d'Oeste - MT","MT"
"Guarantã do Norte - MT","MT"
"Guiratinga - MT","MT"
"Indiavaí - MT","MT"
"Ipiranga do Norte - MT","MT"
"Itanhangá - MT","MT"
"Itaúba - MT","MT"
"Itiquira - MT","MT"
"Jaciara - MT","MT"
"Jangada - MT","MT"
"Jauru - MT","MT"
"Juara - MT","MT"
"Juína - MT","MT"
"Juruena - MT","MT"
"Juscimeira - MT","MT"
"Lambari d'Oeste - MT","MT"
"Lucas do Rio Verde - MT","MT"
"Luciara - MT","MT"
"Marcelândia - MT","MT"
"Matupá - MT","MT"
"Mirassol d'Oeste - MT","MT"
"Nobres - MT","MT"
"Nortelândia - MT","MT"
"Nossa Senhora do Livramento - MT","MT"
"Nova Bandeirantes - MT","MT"
"Nova Brasilândia - MT","MT"
"Nova Canaã do Norte - MT","MT"
"Nova Guarita - MT","MT"
"Nova Lacerda - MT","MT"
"Nova Marilândia - MT","MT"
"Nova Maringá - MT","MT"
"Nova Monte Verde - MT","MT"
"Nova Mutum - MT","MT"
"Nova Nazaré - MT","MT"
"Nova Olímpia - MT","MT"
"Nova Santa Helena - MT","MT"
"Nova Ubiratã - MT","MT"
"Nova Xavantina - MT","MT"
"Novo Horizonte do Norte - MT","MT"
"Novo Mundo - MT","MT"
"Novo Santo Antônio - MT","MT"
"Novo São Joaquim - MT","MT"
"Paranaíta - MT","MT"
"Paranatinga - MT","MT"
"Pedra Preta - MT","MT"
"Peixoto de Azevedo - MT","MT"
"Planalto da Serra - MT","MT"
"Poconé - MT","MT"
"Pontal do Araguaia - MT","MT"
"Ponte Branca - MT","MT"
"Pontes e Lacerda - MT","MT"
"Porto Alegre do Norte - MT","MT"
"Porto dos Gaúchos - MT","MT"
"Porto Esperidião - MT","MT"
"Porto Estrela - MT","MT"
"Poxoréo - MT","MT"
"Primavera do Leste - MT","MT"
"Querência - MT","MT"
"Reserva do Cabaçal - MT","MT"
"Ribeirão Cascalheira - MT","MT"
"Ribeirãozinho - MT","MT"
"Rio Branco - MT","MT"
"Rondolândia - MT","MT"
"Rondonópolis - MT","MT"
"Rosário Oeste - MT","MT"
"Salto do Céu - MT","MT"
"Santa Carmem - MT","MT"
"Santa Cruz do Xingu - MT","MT"
"Santa Rita do Trivelato - MT","MT"
"Santa Terezinha - MT","MT"
"Santo Afonso - MT","MT"
"Santo Antônio do Leste - MT","MT"
"Santo Antônio do Leverger - MT","MT"
"São Félix do Araguaia - MT","MT"
"São José do Povo - MT","MT"
"São José do Rio Claro - MT","MT"
"São José do Xingu - MT","MT"
"São José dos Quatro Marcos - MT","MT"
"São Pedro da Cipa - MT","MT"
"Sapezal - MT","MT"
"Serra Nova Dourada - MT","MT"
"Sinop - MT","MT"
"Sorriso - MT","MT"
"Tabaporã - MT","MT"
"Tangará da Serra - MT","MT"
"Tapurah - MT","MT"
"Terra Nova do Norte - MT","MT"
"Tesouro - MT","MT"
"Torixoréu - MT","MT"
"União do Sul - MT","MT"
"Vale de São Domingos - MT","MT"
"Várzea Grande - MT","MT"
"Vera - MT","MT"
"Vila Bela da Santíssima Trindade - MT","MT"
"Vila Rica - MT","MT"
"Não se aplica","NA"
"Não informado","NI"
"Abaetetuba - PA","PA"
"Abel Figueiredo - PA","PA"
"Acará - PA","PA"
"Afuá - PA","PA"
"Água Azul do Norte - PA","PA"
"Alenquer - PA","PA"
"Almeirim - PA","PA"
"Altamira - PA","PA"
"Anajás - PA","PA"
"Ananindeua - PA","PA"
"Anapu - PA","PA"
"Augusto Corrêa - PA","PA"
"Aurora do Pará - PA","PA"
"Aveiro - PA","PA"
"Bagre - PA","PA"
"Baião - PA","PA"
"Bannach - PA","PA"
"Barcarena - PA","PA"
"Belém - PA","PA"
"Belterra - PA","PA"
"Benevides - PA","PA"
"Bom Jesus do Tocantins - PA","PA"
"Bonito - PA","PA"
"Bragança - PA","PA"
"Brasil Novo - PA","PA"
"Brejo Grande do Araguaia - PA","PA"
"Breu Branco - PA","PA"
"Breves - PA","PA"
"Bujaru - PA","PA"
"Cachoeira do Arari - PA","PA"
"Cachoeira do Piriá - PA","PA"
"Cametá - PA","PA"
"Canaã dos Carajás - PA","PA"
"Capanema - PA","PA"
"Capitão Poço - PA","PA"
"Castanhal - PA","PA"
"Chaves - PA","PA"
"Colares - PA","PA"
"Conceição do Araguaia - PA","PA"
"Concórdia do Pará - PA","PA"
"Cumaru do Norte - PA","PA"
"Curionópolis - PA","PA"
"Curralinho - PA","PA"
"Curuá - PA","PA"
"Curuçá - PA","PA"
"Dom Eliseu - PA","PA"
"Eldorado dos Carajás - PA","PA"
"Faro - PA","PA"
"Floresta do Araguaia - PA","PA"
"Garrafão do Norte - PA","PA"
"Goianésia do Pará - PA","PA"
"Gurupá - PA","PA"
"Igarapé-Açu - PA","PA"
"Igarapé-Miri - PA","PA"
"Inhangapi - PA","PA"
"Ipixuna do Pará - PA","PA"
"Irituia - PA","PA"
"Itaituba - PA","PA"
"Itupiranga - PA","PA"
"Jacareacanga - PA","PA"
"Jacundá - PA","PA"
"Juruti - PA","PA"
"Limoeiro do Ajuru - PA","PA"
"Mãe do Rio - PA","PA"
"Magalhães Barata - PA","PA"
"Marabá - PA","PA"
"Maracanã - PA","PA"
"Marapanim - PA","PA"
"Marituba - PA","PA"
"Medicilândia - PA","PA"
"Melgaço - PA","PA"
"Mocajuba - PA","PA"
"Moju - PA","PA"
"Mojuí dos Campos - PA","PA"
"Monte Alegre - PA","PA"
"Muaná - PA","PA"
"Nova Esperança do Piriá - PA","PA"
"Nova Ipixuna - PA","PA"
"Nova Timboteua - PA","PA"
"Novo Progresso - PA","PA"
"Novo Repartimento - PA","PA"
"Óbidos - PA","PA"
"Oeiras do Pará - PA","PA"
"Oriximiná - PA","PA"
"Ourém - PA","PA"
"Ourilândia do Norte - PA","PA"
"Pacajá - PA","PA"
"Palestina do Pará - PA","PA"
"Paragominas - PA","PA"
"Parauapebas - PA","PA"
"Pau d'Arco - PA","PA"
"Peixe-Boi - PA","PA"
"Piçarra - PA","PA"
"Placas - PA","PA"
"Ponta de Pedras - PA","PA"
"Portel - PA","PA"
"Porto de Moz - PA","PA"
"Prainha - PA","PA"
"Primavera - PA","PA"
"Quatipuru - PA","PA"
"Redenção - PA","PA"
"Rio Maria - PA","PA"
"Rondon do Pará - PA","PA"
"Rurópolis - PA","PA"
"Salinópolis - PA","PA"
"Salvaterra - PA","PA"
"Santa Bárbara do Pará - PA","PA"
"Santa Cruz do Arari - PA","PA"
"Santa Isabel do Pará - PA","PA"
"Santa Luzia do Pará - PA","PA"
"Santa Maria das Barreiras - PA","PA"
"Santa Maria do Pará - PA","PA"
"Santana do Araguaia - PA","PA"
"Santarém - PA","PA"
"Santarém Novo - PA","PA"
"Santo Antônio do Tauá - PA","PA"
"São Caetano de Odivelas - PA","PA"
"São Domingos do Araguaia - PA","PA"
"São Domingos do Capim - PA","PA"
"São Félix do Xingu - PA","PA"
"São Francisco do Pará - PA","PA"
"São Geraldo do Araguaia - PA","PA"
"São João da Ponta - PA","PA"
"São João de Pirabas - PA","PA"
"São João do Araguaia - PA","PA"
"São Miguel do Guamá - PA","PA"
"São Sebastião da Boa Vista - PA","PA"
"Sapucaia - PA","PA"
"Senador José Porfírio - PA","PA"
"Soure - PA","PA"
"Tailândia - PA","PA"
"Terra Alta - PA","PA"
"Terra Santa - PA","PA"
"Tomé-Açu - PA","PA"
"Tracuateua - PA","PA"
"Trairão - PA","PA"
"Tucumã - PA","PA"
"Tucuruí - PA","PA"
"Ulianópolis - PA","PA"
"Uruará - PA","PA"
"Vigia - PA","PA"
"Viseu - PA","PA"
"Vitória do Xingu - PA","PA"
"Xinguara - PA","PA"
"Água Branca - PB","PB"
"Aguiar - PB","PB"
"Alagoa Grande - PB","PB"
"Alagoa Nova - PB","PB"
"Alagoinha - PB","PB"
"Alcantil - PB","PB"
"Algodão de Jandaíra - PB","PB"
"Alhandra - PB","PB"
"Amparo - PB","PB"
"Aparecida - PB","PB"
"Araçagi - PB","PB"
"Arara - PB","PB"
"Araruna - PB","PB"
"Areia - PB","PB"
"Areia de Baraúnas - PB","PB"
"Areial - PB","PB"
"Aroeiras - PB","PB"
"Assunção - PB","PB"
"Baía da Traição - PB","PB"
"Bananeiras - PB","PB"
"Baraúna - PB","PB"
"Barra de Santa Rosa - PB","PB"
"Barra de Santana - PB","PB"
"Barra de São Miguel - PB","PB"
"Bayeux - PB","PB"
"Belém - PB","PB"
"Belém do Brejo do Cruz - PB","PB"
"Bernardino Batista - PB","PB"
"Boa Ventura - PB","PB"
"Boa Vista - PB","PB"
"Bom Jesus - PB","PB"
"Bom Sucesso - PB","PB"
"Bonito de Santa Fé - PB","PB"
"Boqueirão - PB","PB"
"Borborema - PB","PB"
"Brejo do Cruz - PB","PB"
"Brejo dos Santos - PB","PB"
"Caaporã - PB","PB"
"Cabaceiras - PB","PB"
"Cabedelo - PB","PB"
"Cachoeira dos Índios - PB","PB"
"Cacimba de Areia - PB","PB"
"Cacimba de Dentro - PB","PB"
"Cacimbas - PB","PB"
"Caiçara - PB","PB"
"Cajazeiras - PB","PB"
"Cajazeirinhas - PB","PB"
"Caldas Brandão - PB","PB"
"Camalaú - PB","PB"
"Campina Grande - PB","PB"
"Capim - PB","PB"
"Caraúbas - PB","PB"
"Carrapateira - PB","PB"
"Casserengue - PB","PB"
"Catingueira - PB","PB"
"Catolé do Rocha - PB","PB"
"Caturité - PB","PB"
"Conceição - PB","PB"
"Condado - PB","PB"
"Conde - PB","PB"
"Congo - PB","PB"
"Coremas - PB","PB"
"Coxixola - PB","PB"
"Cruz do Espírito Santo - PB","PB"
"Cubati - PB","PB"
"Cuité - PB","PB"
"Cuité de Mamanguape - PB","PB"
"Cuitegi - PB","PB"
"Curral de Cima - PB","PB"
"Curral Velho - PB","PB"
"Damião - PB","PB"
"Desterro - PB","PB"
"Diamante - PB","PB"
"Dona Inês - PB","PB"
"Duas Estradas - PB","PB"
"Emas - PB","PB"
"Esperança - PB","PB"
"Fagundes - PB","PB"
"Frei Martinho - PB","PB"
"Gado Bravo - PB","PB"
"Guarabira - PB","PB"
"Gurinhém - PB","PB"
"Gurjão - PB","PB"
"Ibiara - PB","PB"
"Igaracy - PB","PB"
"Imaculada - PB","PB"
"Ingá - PB","PB"
"Itabaiana - PB","PB"
"Itaporanga - PB","PB"
"Itapororoca - PB","PB"
"Itatuba - PB","PB"
"Jacaraú - PB","PB"
"Jericó - PB","PB"
"João Pessoa - PB","PB"
"Joca Claudino - PB","PB"
"Juarez Távora - PB","PB"
"Juazeirinho - PB","PB"
"Junco do Seridó - PB","PB"
"Juripiranga - PB","PB"
